1       , -54514.6    , array([ 1.05645    ,  0.331943   ,  2.3602     ,  0.474839   ,  0.00748377 ])
557     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
558     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
559     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
560     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
561     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
562     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
563     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
564     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
565     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
566     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
567     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
568     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
569     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
570     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
571     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
572     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
573     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
574     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
575     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
576     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
577     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
578     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
579     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
580     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
581     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
582     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
583     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
584     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
585     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
586     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
587     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
588     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
589     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
590     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
591     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
592     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
593     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
594     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
595     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
596     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
597     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
598     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
599     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
600     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
601     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
602     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
603     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
604     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
605     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
606     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
607     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
608     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
609     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
610     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
611     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
612     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
613     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
614     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
615     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
616     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
617     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
618     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
619     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
620     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
621     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
622     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
623     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
624     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
625     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
626     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
627     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
628     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
629     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
630     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
631     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
632     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
633     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
634     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
635     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
636     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
637     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
638     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
639     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
640     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
641     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
642     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
643     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
644     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
645     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
646     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
647     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
648     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
649     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
650     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
651     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
652     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
653     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
654     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
655     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
656     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
657     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
658     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
659     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
660     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
661     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
662     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
663     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
664     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
665     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
666     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
667     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
668     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
669     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
670     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
671     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
672     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
673     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
674     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
675     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
676     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
677     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
678     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
679     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
680     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
681     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
682     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
683     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
684     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
685     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
686     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
687     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
688     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
689     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
690     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
691     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
692     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
693     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
694     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
695     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
696     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
697     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
698     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
699     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
700     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
701     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
702     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
703     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
704     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
705     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
706     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
707     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
708     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
709     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
710     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
711     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
712     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
713     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
714     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
715     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
716     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
717     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
718     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
719     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
720     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
721     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
722     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
723     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
724     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
725     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
726     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
727     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
728     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
729     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
730     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
731     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
732     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
733     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
734     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
735     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
736     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
737     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
738     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
739     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
740     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
741     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
742     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
743     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
744     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
745     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
746     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
747     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
748     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
749     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
750     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
751     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
752     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
753     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
754     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
755     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
756     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
757     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
758     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
759     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
760     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
761     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
762     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
763     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
764     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
765     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
766     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
767     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
768     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
769     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
770     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
771     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
772     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
773     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
774     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
775     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
776     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
777     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
778     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
779     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
780     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
781     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
782     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
783     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
784     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
785     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
786     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
787     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
788     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
789     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
790     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
791     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
792     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
793     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
794     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
795     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
796     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
797     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
798     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
799     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
800     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
801     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
802     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
803     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
804     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
805     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
